ID,适用范围,主要技术特点及应用效果,技术产品名称,修改时间,EXCHANGETIME
22,0.7-7MW燃气锅炉,该技术通过燃料分级燃烧、烟气内循环、烟气再循环、电子比例调节等多项技术耦合，使燃料与助燃空气分段实现不同比例燃烧，并使一部分烟气，重新回到火焰区域参与燃烧，降低火焰局部高温，降低氮氧化物生成。,低氮分级燃烧技术,1/12/2020 00:00:00,3/6/2024 21:02:42
23,民用热水锅炉,该技术采用不锈钢材质特殊换热结构，有效抵御冷凝腐蚀；通过优化换热器结构，使烟气在换热过程中产生旋转、分流和汇合、收缩和膨胀，提高换热效率；由于烟气对换面热能形成有效地冲刷，可使换热面持久洁净；采用了大炉膛尺寸的冷凝锅炉，利于降低火焰温度，减少氮氧化物排放。,基于新型换热结构的一体式低氮燃烧冷凝技术,1/12/2020 00:00:00,3/6/2024 21:02:42
24,适用于集中供暖、供热水等领域,该产品采用锅炉与热泵一体化方式，将水冷预混超低氮燃烧技术和“回水+热泵”冷凝技术相结合，将排烟温度降到30℃以下，降低氮氧化物排放浓度，提高锅炉效率。,内置吸收式热泵燃气锅炉,1/12/2020 00:00:00,3/6/2024 21:02:42
25,适用蒸发量2～10吨的燃气锅炉,该产品利用烟气深度余热回收的冷凝水加热加湿助燃空气，实现炉内低氮燃烧，降低氮氧化物排放浓度，提高锅炉效率。,低氮蒸发预热器,1/12/2020 00:00:00,3/6/2024 21:02:42
26,适用于蒸汽锅炉系统,该系统利用吸收式热泵替代供热蒸汽换热器，加热回水，回收烟气余热，达到消白效果，节能率约8%。,锅炉烟气余热深度回收利用及消白系统,1/12/2020 00:00:00,3/6/2024 21:02:42
27,适用于锅炉的辐射受热面,该产品通过特殊工艺加工制成浆料，涂覆基材表面，经干燥固化、低温焙烧，形成致密复合结晶膜，有效提升基材耐腐蚀、耐磨损、耐高温氧化性能。,复合结晶膜,1/12/2020 00:00:00,3/6/2024 21:02:42
28,适用于热电联产企业的深度余热利用,"该技术利用发电机组乏汽，通过吸收式热泵对采暖循环水进行加热，可将回水由20℃提升至80℃,实现电厂余热深度回收，节约电厂能耗，提高供热能力。",低压驱动型吸收式热泵,1/12/2020 00:00:00,3/6/2024 21:02:42
29,供热系统热力站,通过采用高效小端差换热器，可以在供热系统一次侧和二次侧回水温差为2℃下实现换热，提高供热系统一次侧和二次侧的换热效率，加大供回水温差，提升一次供热管网的热量输送能力。板式换热器的传热系数为4000-6500W/m2℃。,小端差板式换热器,1/12/2020 00:00:00,3/6/2024 21:02:42
30,供热、热电厂、分布式能源系统以及工业余热利用,以燃气的燃烧热为驱动，加热浓缩发生器中的溴化锂稀溶液，分离出的冷剂蒸汽直接进入冷凝器，采用接触式冷凝换热，冷凝放出的热量传给传热管内流动的热网水；排烟口与燃气锅炉的排烟口相连接，排烟一起流经烟气热回收器，深度回收燃气锅炉200℃~70℃排烟中的余热，使其温度降至30℃以下排出。,烟气全热回收型吸收式热泵,1/12/2020 00:00:00,3/6/2024 21:02:42
31,中小型民用建筑,发动机驱动发电机发电，同时回收发电机缸套、排烟的余热及发电机的散热而产生热水，采用紧凑化设计有效降噪隔音。该技术产品可以同时发电和供应热水，采用换热器串联排布，深度回收余热，进行能源的梯级利用，能源利用综合能效大于95%。,燃气分布式供能装置,1/12/2020 00:00:00,3/6/2024 21:02:42
32,供热二次网系统,在热力入口的热网供水管路上安装喷射泵，高温供水由喷嘴高速泵进入吸入室，将部分回水吸入混合管，混合流体在渐扩型扩散器内降速升压后被送入供热用户终端，每个热用户均有独立的混水装置。有效解决供热二次网水力失调，降低供热能耗。,自吸平衡喷射泵供热装置,1/12/2020 00:00:00,3/6/2024 21:02:42
33,供热换热系统,该换热站由全焊接高效板壳式换热器、水处理装置、循环水泵、补水泵和控制系统等设备组成，实现对换热站运行情况的在线监控和供热系统全工况运行优化。换热器为全焊接，不锈钢板片冲压，换热效率可达97%以上，占地面积小，耐温、耐压能力高。,基于全焊接高效板壳式换热器的模块式智能换热站,1/12/2020 00:00:00,3/6/2024 21:02:42
34,供热末端系统,"该产品由时间通断阀和室温控制器两部分组成，融合了物联网技术、节能自控调节和信息技术,在普通温控阀的基础上，实现云端操作和节能管理，集计量、监测、温控和预付费于一体，具备阀开比例调节、时段管理和温限管理功能。该技术产品自耗功率小于等于2W，温度控制精度为±0.5℃。用户可根据个人舒适度需求调整室内温度和使用时间，实现舒适度的同时减少费用支出；物业可实现远程智能管理，减少劳动强度，提高效率。",集中供热分户分室计量智能温控阀,1/12/2020 00:00:00,3/6/2024 21:02:42
35,集中供热系统和供水系统,产品集成了温度、压力传感器和NB-IoT物联网通讯技术。一个传感器设计了4路温度/压力接入口，温度/压力监测数量可随现场实际情况进行组合，可进行远程参数设置。无线温压传感器选用20000Ah大容量锂电池进行供电，产品的防护等级为IP68。在较恶劣的户外环境下使用，实现供热系统的数据采集和设置，为集中供热系统的高效节能和城市供热的精细化管理提供数据支撑。,无线温压传感器,1/12/2020 00:00:00,3/6/2024 21:02:42
36,农宅、别墅等小型建筑独立供暖系统,蒸发器吸收环境能量，通过冷凝器放热，单机双级压缩和喷气增焓技术相结合，提高了压缩机吸气压力及系统循环流量。该技术产品单机供暖面积：6000-10000㎡；可在-35℃环境温度下运行；-12℃时COP为3.01，7℃时COP为3.34。,双级增焓低温空气源热泵机组,1/12/2020 00:00:00,3/6/2024 21:02:42
37,公共建筑的制冷、采暖与生活热水供应,以燃气为能源，内燃机将燃气热能转化成动力驱动热泵系统的压缩机运转、燃气热泵循环，进行制冷/制热，并利用燃气发动机余热及多运行模式切换，解决空气源热泵除霜及制热衰减问题，可实现供暖、制冷和供热水一体化。单台额定制热能力75kw，系统全年平均一次能源利用率 PER 可达 1.45 以上，运行维护间隔10000小时以上。,空气源燃气机热泵冷热水一体机组,1/12/2020 00:00:00,3/6/2024 21:02:42
38,工业余热利用,蒸汽型吸收式热泵以蒸汽为驱动热源，加热浓缩发生锌器中的溴化锂稀溶液，分离出的冷剂蒸汽直接进入冷凝器，形成封闭循环。单机制热量1-100mw，热泵性能系数1.9，热水侧进温口温度60/90度，余热水侧进出口温度38/30度。该技术以溴化锂做吸收剂，水做制冷剂，实现回收余热，提高能源利用效率，可远程管理，实用性强，可在10%-120%间负荷连续运行，能自动适应热负荷变化。,蒸汽型吸收式热泵,1/12/2020 00:00:00,3/6/2024 21:02:42
39,直埋保温管道,以环戊烷聚氨酯预制保温管道为基础，管道可基于内置预制信号线，也可基于外置感温光纤，或同时选择两种泄漏监测模式。该技术能用于口径DN1600cm，保温层厚度大于100mm的大口径预制直埋保温管道，环戊烷导热系数为 0.029W/m·k，内置信号线泄漏监测系统定位误差±3m/500m，光纤泄漏监测系统泄漏点定位精度达0.5米。该产品有效进行管网泄漏监测，以及漏点检测与定位，有泄漏时能及时报警，保障管网安全有效运行，减少公共安全隐患。,光纤及信号线双重泄漏监测系统的环戊烷聚氨酯预制保温管道,1/12/2020 00:00:00,3/6/2024 21:02:42
40,冷/热量计量,该产品由流量传感器、温度传感器、计算器三部分组成。流量测量采用超声波时差法，将流量测量和温度测量得出的数据进行计算，得出冷热量值，实现系统按需提供冷量或热量。该产品不易堵塞和锈蚀，积算仪安装方式为可分离型，温度分辨率0.01℃。,超声波冷热量表,1/12/2020 00:00:00,3/6/2024 21:02:42
41,余热利用,"该技术系统中吸收器和蒸发器均采用两级形式，分为高压吸收器，低压吸收器、高压蒸发器、低压蒸发器，能够根据不同的外围工况灵活地选择机组的运行模式，实现单双效自动切换、冷热两用，冬季单双效制热、夏季双效制冷运行，提高了能源利用效率。制热热力性能系数1.78；单位制冷量加热源消耗量1.10kg/(h.kW),制冷性能系数1.3。",冬夏两用型单双效吸收式余热利用热泵机组,1/12/2020 00:00:00,3/6/2024 21:02:42
42,供热二次网系统,该产品由全网平衡控制系统、电动平衡阀、超声波热量表，配套阀组和传输网络组成。根据单元回温，供回水均温、流量、单元室温均值，调整水力平衡装置，使小区各楼栋单元达到动态平衡，与换热站联动实现小区二次管网平衡。超声波热量表为MBUS总线供电，精度等级为2级，平衡阀静态功耗小于1W，运行功耗26W，物联网数据终端有多种接口。实现节能和保证用户的供热温度，有效提升系统管理效率。,智能水力平衡装置,1/12/2020 00:00:00,3/6/2024 21:02:42
43,余热利用,利用开式吸收热泵技术原理对烟气进行深度净化除尘、脱硫、脱白，利用盐溶液吸收有害物质后，降低烟气温度。回收烟气中超过60%的汽化潜热、吸收湿烟气中70%的水分，实现节能脱白；烟尘排放小于5mg/Nm3，可代替湿电等除尘环保设备。通过回收烟气余热产生60-90℃的工艺热水，平均提高燃气锅炉热效率8-13%，系统综合COP>1.89。,烟气深度净化、脱白及余热回收一体化技术,1/12/2020 00:00:00,3/6/2024 21:02:42
44,供热二次网系统,采用增大球型平衡阀流道宽度，球型阀芯设置V型段和W型段方法，利用V型等百分比调节特性，进行精细化调节，利用W段满足大流量需求。可降低因水力失调造成的能耗约20%，球型平衡阀制造采用全焊接技术，容易进行保温，有效减少散热损失。该技术产品口径为DN50-DN350 mm；压力为1.6 MPa、2.5 MPa。,供热二次网水力平衡调节设备——球型平衡阀,1/12/2020 00:00:00,3/6/2024 21:02:42
45,轨道交通,该技术将直接蒸发冷却技术应用于地铁空调通风系统，把传统的冷冻水冷媒系统变为制冷剂冷媒系统，减少系统的中间换热环节；该技术无需设置冷冻水泵，解决了超大冷量系统制冷剂远距离、大高差输送和分配问题，同时解决变冷量制冷剂蒸发换热器的设计制造问题，提高制冷机组的运行效率。,直接蒸发式制冷机组和大型表冷器系统,1/12/2020 00:00:00,3/6/2024 21:02:42
46,地下车站和地下空间空调通风系统,该技术将直接蒸发冷却技术应用于地铁空调通风系统，把传统的冷冻水冷媒系统变为制冷剂冷媒系统，减少系统的中间换热环节；该技术无需设置冷冻水泵，解决了超大冷量系统制冷剂远距离、大高差输送和分配问题，同时解决变冷量制冷剂蒸发换热器的设计制造问题，提高制冷机组的运行效率。,直接蒸发式制冷机组和大型表冷器系统,1/12/2020 00:00:00,3/6/2024 21:02:42
47,公共建筑空调系统,该技术采用全联通布水、集水塔组技术，消除变流量工况下对冷却塔组热力性能的影响；采用高低组合涡旋动能引流扩散喷头技术，实现变流量工况下塔组热力性能无波动、低衰减，节电率15%左右。,中央空调冷却系统,1/12/2020 00:00:00,3/6/2024 21:02:42
48,适用于中央空调制冷系统,该产品通过实现磁悬浮冷水机组的无级变频调节，扩大运行调节范围，性能系数高。名义制冷量大于1163kW机组的综合部分负荷性能系数不小于9.7。,磁悬浮变频离心式冷水机组,1/12/2020 00:00:00,3/6/2024 21:02:42
49,适用于中央空调制冷系统,该技术将溴化锂吸收式和磁悬浮冷水机组相结合，可在多种模式下运行，灵活运用电能、天然气、废热等，实现多能源互补。名义制冷量大于1163kW磁悬浮离心式冷水机组的综合部分负荷性能系数不小于9.4。,溴化锂吸收式与磁悬浮离心式冷水机组合技术,1/12/2020 00:00:00,3/6/2024 21:02:42
50,适用于中央空调制冷系统,该产品采用新型布水器，可根据实际液位高度和所需流量自动调整布水器的孔径和数量，实现对斜温层的有效控制，减小冷热流体混合。,与自然冷源相结合的水蓄冷自调节设备,1/12/2020 00:00:00,3/6/2024 21:02:42
51,空调制冷系统,利用环境空气中的干球温度与湿球温度差，通过水与空气之间的热湿交换来获取冷量的一种高效经济的冷却方式。可以依据室外温度和相对湿度智能控制和切换自然冷却、直接蒸发制冷、间接/直接蒸发制冷以及机械制冷四种模式，使系统始终保持最经济的制冷模式。,直接间接蒸发式制冷机组,1/12/2020 00:00:00,3/6/2024 21:02:42
52,产业园区、大型公建、数据中心等,主要设备为磁悬浮变频离心式压缩机、满液式蒸发器，内置变频启动设备，转速随负荷变化调节、高效运行，降低机组启动电流，减少对电网冲击，减少电机定子上的热应力。具有传动损失小、低噪声等特点，冷水机组在满负荷及部分负荷时均能高效运行。制冷量80-1200RT，机组的ESEER值达9.58，IPLV值达到10以上。,水冷磁悬浮变频离心式冷水机组,1/12/2020 00:00:00,3/6/2024 21:02:42
53,照明控制,该技术采用物联网控制技术，在灯具内集成多种传感器、近距离无线通信、计算控制单元、定位等功能模组，通过低功耗无线传感网络实现对灯具的定位导航、数据采集、传输、统计与分析等功能，做到按需照明，比荧光灯照明降低能耗70%以上。,基于无线传感网的智慧照明系统,1/12/2020 00:00:00,3/6/2024 21:02:42
54,应用于供电不方便的道路照明,该技术采用成套风光互补发电系统为多支路灯提供电源，解决单套发电系统受障碍物遮挡影响等问题，降低风光互补路灯系统的建设成本和运行维护成本，同时可以通过运行状态数据采集和传输设备，实现对路灯运行状态的远程管理。,成套风光互补LED 路灯照明控制系统,1/12/2020 00:00:00,3/6/2024 21:02:42
55,公共建筑、数据中心,该技术通过对加装感应式照明模式，实现有人进入全亮度、全功率运行，无人进入半亮度、半功率运行和分时全功率、半功率照明模式，提高节能效果。应用案例机房节电率73.8%，地下停车场节电率67.7%。,智能照明控制技术,1/12/2020 00:00:00,3/6/2024 21:02:42
56,适用于公路及景观照明,该产品基于路面反射特性的非对称非矩形二次光学专利技术和眩光控制，具有过温、过压、过流等多重保护功能，产品亮度总均匀度可达0.8，光效115流明/瓦，6000小时光衰小于3%。,DL型LED路灯,1/12/2020 00:00:00,3/6/2024 21:02:42
57,学校、医院等室内照明,该产品采用偏振干涉技术光学系统和低温焊接技术，降低光衰速率，延长使用寿命，提高光学利用率，并可去除光线中光化紫外等七种有害光，有效提高教室光环境质量。,光生物安全教学专用LED灯,1/12/2020 00:00:00,3/6/2024 21:02:42
58,校园照明,该产品具有高颜色还原能力、中等色温，光谱完整，光线柔和，输出稳定等特点，其中教室灯选用精密光学设计镜面反射格栅，有效控制杂散光；黑板灯光线均匀分布于黑板上下两侧，有效防眩。,LED 教室灯、黑板灯,1/12/2020 00:00:00,3/6/2024 21:02:42
59,适用于大型体育场馆、交通枢纽、市政道路、大型工矿等领域照明,该技术利用纳米和微米的双重尺度效应，触发相变换热，实现超高强度被动式传热，具有散热快、体积小、可靠性高等特点。体积为同等功率传统型散热器的一半，LED芯片节点温升小于40℃。,大功率LED灯的微纳槽群散热技术,1/12/2020 00:00:00,3/6/2024 21:02:42
60,适用于极寒环境及不具备市政供电环境下照明,该产品集成石墨烯基锂电池，石墨烯基导热硅胶技术与物联网通讯技术和智能化控制系统，实现对太阳能LED路灯的智能调光控制。该产品可在-60℃的环境下正常工作，整灯光效达150 lm/W。,基于石墨烯技术的物联网光伏路灯,1/12/2020 00:00:00,3/6/2024 21:02:42
61,适用于公共建筑照明,该产品采用集成设计理念，通过优化构件和装配间隙布局，将排风口、烟感、扬声器、喷淋等消防模块集成到灯具面板，同时灯具采用表面微晶结构，减小出光角度，降低眩光，提高光束利用效率。,集成式面板灯,1/12/2020 00:00:00,3/6/2024 21:02:42
62,适用于公共建筑照明,该系统利用蓝牙自组网无线通讯技术，具有体积小、免布线、施工方便的特点。每套灯具配备智能感应模块，结合照度补偿与热释红外感应技术，利用蓝牙无线通讯技术，实现通过手机等移动终端按照需求对灯具进行灵活设置和智能化管理。该系统可实现调光0～100%，调色温3000～6500K，显色指数不小于80。,办公室无线智能照明系统,1/12/2020 00:00:00,3/6/2024 21:02:42
63,适用于道路照明改造或高保障要求的照明工程,该产品基于窄带物联网技术，通过远程管理平台，实现对LED路灯的单灯智能控制。该控制器具有体积小、免布线、易维护等特点。,窄带物联网照明控制终端（单灯控制器）,1/12/2020 00:00:00,3/6/2024 21:02:42
64,适用于公共建筑照明,该产品采用定制的IC芯片技术，发光效率高，不产生蓝光，节能效果明显。产品光效大于140 lm/W，功率因数大于0.95。,高效双端LED灯,1/12/2020 00:00:00,3/6/2024 21:02:42
65,室内、外照明,低频无极荧光灯采用电磁耦合激发三基色荧光粉发光，光色好，谐波含量小，无电极，寿命长，工作可靠，光效达到120 1m/w，显色指数Ra92。,高效无频闪低频无极灯,1/12/2020 00:00:00,3/6/2024 21:02:42
66,室内照明,面板灯电源将市电转化为适合灯珠工作的直流电，驱动灯珠发光，光经过高透光率的导光板后形成一种均匀的平面发光效果，再经过扩散板扩散后形成照度均匀性好，光线柔和、舒适而不失明亮。该产品光效140 lm/w，显色指数Ra>90，色温5000k，蓝光评级为RGO豁免级，0-10V智能调光，寿命≥10万小时。,高效无频闪LED微晶面板灯,1/12/2020 00:00:00,3/6/2024 21:02:42
67,适用于地下空间、场馆、展厅等需日间照明场所,该系统由采光罩、光导管和漫射器组成，采光罩可调方向，光导管传输效率高，输出口的漫射特性保证出射光的均匀性，系统光衰减率低。采光罩透射比92%，光导反射片反射比99.7%，漫射片透过比92%。该系统充分利用太阳光，采光罩通过光学设计可全方位采集直射光和漫射光，并有双层过滤紫外线及自清洁技术，光扩散效果好，防火等级高，抗拉伸性能好，整体成型确保光扩散效果。,导光管采光系统,1/12/2020 00:00:00,3/6/2024 21:02:42
68,LED灯具智能控制，尤其适用于既有建筑的智能化照明改造,"该系统采用电力载波技术实现免布线通信，对LED数字化调光调色温灯具光源进行数字通讯控制，实现自适应、按需调光控制。免布线、易改造、智能化等技术特点,通过LED光源节能和智能化控制管理二次节能，较传统荧光照明，综合节能率70%左右，其中智能化控制节能达20%左右。",基于电力载波技术的物联网室内照明系统,1/12/2020 00:00:00,3/6/2024 21:02:42
69,室内照明,"采用LED光源，高透光率棱纹镜头，减少了光损失,实现在同等光照亮度情况下的LED光源功率更低。光学结构形成120°广角发光，减少了发光表面的视觉亮度，照明效果更柔和更自然。与常规的平板灯相比，节能率在40-50%。",柔光型LED平板灯,1/12/2020 00:00:00,3/6/2024 21:02:42
70,教室照明,采用LED光源，智能调节采用蓝牙无线组网技术，显色指数Ra≥90，高功率因数0.95，防眩光指数UGR＜16，光谱品质好，照度均匀，无蓝光危害，可以达到高视觉舒适度。符合相关要求，课桌的平均照度值300 lx，照度均匀度0.7；黑板的平均照度值500 lx，照度均匀度0.8。,教室护眼照明灯具,1/12/2020 00:00:00,3/6/2024 21:02:42
71,适用户外道路、广场、厂房、大型活动场所照明,新纳灯集高压纳灯和陶瓷金卤灯技术于一身，使高压钠灯的高光效和陶瓷金卤灯高显色特点得到充分体现，改善了色温和光通量指标。透明陶瓷灯管的生产技术和电极封接技术，保证了新钠灯高光效、高显色、高功率，比传统高压钠灯综合节电50%以上。,新钠灯照明节能技术,1/12/2020 00:00:00,3/6/2024 21:02:42
72,适用于超市、商场、购物中心、医院、公共服务部门等场合的照明,采用物联网技术，基于人流密度和人群轨迹对区域照明需求进行长期数据统计和策略调整，对所有区域灯具进行适时亮度控制，同时为门店安保、顾客采购习惯特性进行分析，为门店营销策略提供数据依据；比传统照明方式可节电30%左右。,物联网智能照明灯具,1/12/2020 00:00:00,3/6/2024 21:02:42
73,燃气轮机,该技术将室外空气通过燃气轮机空气净化室的三级高效过滤器实现空气净化，达到燃气轮机空气净化要求，比传统高效过滤器净化程度高，降低了维护成本，并保证压气机等熵效率年下降0.5%范围内，有效提高燃气轮机发电效率。,燃气轮机高效空气进气过滤系统,1/12/2020 00:00:00,3/6/2024 21:02:42
74,电力和工业领域,该技术利用汽轮机各段抽汽及乏汽为小汽机带动的水泵提供动力源，同时利用给水泵小汽机排汽以及蒸汽机抽取的汽轮机乏汽加热热网循环水，减少机组供热抽汽量，充分利用低品位热量，降低机组热耗，利于提高系统供电能力，降低供热成本，增强机组变工况能力和热电互补调剂能力。,基于增汽机技术的热力系统综合优化技术,1/12/2020 00:00:00,3/6/2024 21:02:42
75,工业冷却水系统,该技术采用富余扬程释放技术、系统流量匹配技术、真空负压回收技术、冷却塔势能回收技术等，对工业循环水系统中水泵、阀门与管网、终端热交换器、冷却塔等单元进行优化改造，提高系统运行效率和工业循环水系统整体能效，综合节能率超过10%。,基于富余扬程回收的工业冷却水系统综合节能技术,1/12/2020 00:00:00,3/6/2024 21:02:42
76,压缩空气系统,该技术在压缩空气系统中安装传感器，采集关键部位的压力、流量、露点、温度等参数，将数据上传至管理平台，对数据进行多维度分析，形成对压缩空气系统用能情况的精准评估和诊断，及时发现存在的耗能问题，实现精准节能。,压缩空气系统综合节电技术,1/12/2020 00:00:00,3/6/2024 21:02:42
77,适用于公共建筑,该系统通过优化建筑需求端、供给端以及输配系统的调配控制，提升建筑整体节能效果。,建筑整体能效优化控制系统,1/12/2020 00:00:00,3/6/2024 21:02:42
78,适用于电机驱动的机电设备,该系统通过对电机的电压、电流等参数的实时采样和存储，运用线性回归、K平均聚类等数据分析技术，完成对电机老化进程的诊断，实现对机电设备故障预判和能耗分析，提前制定设备维保方案，有助于降低能源消耗、减少故障率。,机电设备智能预诊断系统,1/12/2020 00:00:00,3/6/2024 21:02:42
79,适用于电力系统的低压配电变压器,该产品采用立体卷铁心及敞开绕包式绝缘技术，实现三相磁回路平衡，空载损耗小，漏磁少，耗材少，噪声低。空载损耗平均下降30%，铜线用量节省15%，噪声41分贝（1米距离）。,立体卷铁心电力变压器,1/12/2020 00:00:00,3/6/2024 21:02:42
80,适用于中小功率电动机系统,该产品采用永磁偏置磁悬浮轴承，实现了离心叶轮与高速电机直联，无齿轮箱及润滑系统。产品效率高、噪音低。电机系统效率93.6%，噪声不超过82分贝（1米距离）。,磁悬浮离心鼓风机,1/12/2020 00:00:00,3/6/2024 21:02:42
81,适用于供水系统、循环水系统水泵系统建设与节能改造,通过对循环水系统实际运行工况的检测及参数采集，建立专业水力数学模型，设计生产出与系统最匹配的高效节能水泵，使系统始终保持在最佳运行工况，较现有传统泵组系统节能率15-40%。,高效节能中开式双吸泵和端吸泵,1/12/2020 00:00:00,3/6/2024 21:02:42
82,适用厨房建设与节能改造,"产品采用磁场感应电流的加热原理,将电能转为热能，采用接触判断技术，只加热灶具上方金属灶具，热效率≥92%，超过一级能效。无明火，无噪声，应用方便，温度范围可调，适用于各种烹饪方式。",节能商用电磁灶,1/12/2020 00:00:00,3/6/2024 21:02:42
83,适用于监控中心、会议室、展示中心等场合大屏显示,该产品采用共阴极LED驱动方式，精准电压控制技术和黑场智能能效管理系统，降低产品功耗、发热量及受损率，提高LED平均寿命；显示屏亮度根据环境光源进行自适应调整，实现全天候的优质成像效果与最佳观感体验。具备超清超薄的特点，实现无缝拼接。比市场同类LED显示屏节能20%以上。,智能高清LED电视墙显示单元,1/12/2020 00:00:00,3/6/2024 21:02:42
84,适用电机驱动的工业类系统、照明系统的节电运行,该产品为局部电力能源管理系统，自动跟踪和优化电力系统的运行，抑制谐波、吸收杂乱波形整流逆变重新反馈给电网，系统具有过流、过热、欠压、短路等保护功能，可以按应用行业的特殊要求定制辅助功能，操控和人机界面友好。平均节电率为25%，电流谐波≤2%。,智能节电多功能一体机,1/12/2020 00:00:00,3/6/2024 21:02:42
85,适用于用水量大且用水量波动也比较大的场合,产品采用加热模块化设计，无内胆加热方式，必要情况下启动瞬间沸腾模式，加热效率高的同时杜绝了“阴阳水”和“千沸水”现象，多点电子温控驱动，出水温度根据用户不同需求调节，安全防护功能齐全，便于维护。较传统电开水器节能率超过60%。,商用电开水器系列产品,1/12/2020 00:00:00,3/6/2024 21:02:42
86,适用于供水系统、循环水系统水泵系统建设与节能改造,水泵及驱动系统集成模块化、智能化设计，控制系统和电机定子集成为一体，通过光电线路隔离实现无级调速；泵体内部零部件采用新材料新工艺，提高运行性能的同时减少了水质二次污染。产品结构紧凑、体积小，通用性、可靠性高，比传统水泵运行节能30%以上。,高效一体化节能水泵,1/12/2020 00:00:00,3/6/2024 21:02:42
87,生物制药行业，城市供水系统等,该系统采用电机直驱方式，低速大扭矩高效率运行。搅拌叶片和发酵罐内流体力学仿真计算和优化，结合电机控制策略，提高搅拌效率，降低噪音、温升和能耗。组成环节少，结构简单，可靠性和维修性好。较传统模式，每台发酵罐平均节能率约20%。,发酵罐智能电机专用控制系统,1/12/2020 00:00:00,3/6/2024 21:02:42
88,适用于用水量大且用水量波动也比较大的场合,产品采用高频感应式加热，内置环绕形隔离式加热区设计保证加热效率高、开水只煮沸一次；具有多种安全保护功能。相比传统电热开水器节能40%-60%。,双磁电磁开水器,1/12/2020 00:00:00,3/6/2024 21:02:42
89,数据中心制冷空调系统,该技术采用湿膜蒸发冷却组件，利用相变将水分子带入环境空气，降低了空调室外机的进风温度和冷凝器的冷凝温度，有效降低空调压缩机的能耗，节电率12%左右。,空调室外机潜热冷却节能技术,1/12/2020 00:00:00,3/6/2024 21:02:42
90,适用于大型IDC数据中心机房,采用特定的液体工质作冷却液。冷却液被送入服务器的机架主管路，再通过机架支管路分配到各层服务器上的喷淋板。冷却液通过喷淋板上的喷淋孔被输送至所需冷却的服务器零部件。被服务器加热后的冷却液汇集于回流管并通过重力作用汇聚至机架下部的储液箱。储液箱中的冷却液通过循环泵注入室外机组进行冷却。被冷却过滤后的冷却液再次通过循环主管路进入机柜对服务器进行制冷。冷却液全程无相变。采用单台2U服务器配置8张加速卡，单台服务器的电功率可达到2.8kW。可实现明显降低数据中心整体PUE值的效果。,喷淋液冷技术系列产品,1/12/2020 00:00:00,3/6/2024 21:02:42
91,数据中心制冷空调系统,采用机柜背板式散热技术，实现对机柜发热单位的精确制冷；创新的单翅片双盘管冷负荷冗余技术，提高了制冷量的冗余性、安全性；水氟换热器系统中加入电动两通阀（或电动三通阀），有效控制冷冻水的流量，避免冷凝水的产生；采用机柜无级直流、热插拔风机技术；独创软连接管双锁及保护套，解决了软管损坏带来的系统漏氟和不制冷的技术难题；通过机柜热管背板监控系统实现了机柜级的动力环境管控管理；室外冷凝方式支持水冷机组冷凝器和风冷机组冷凝器两种方式。可有效降低数据中心的能耗，综合能效比为6-10。,双系统互备机柜热管背板空调末端节能技术,1/12/2020 00:00:00,3/6/2024 21:02:42
92,数据中心制冷空调系统,采用环保制冷剂，具备更高的换热系数；贴近热源制冷，实时监控热负载变化，快速调整制冷输出，适配负载需求；采用全变频技术，根据实际负荷需求变化，实现变频压缩机、电子膨胀阀、风机等部件运行状态自动调节，使机组随时处于最佳节能运行状态；灵活多样的送、回风，温、湿度控制；特别适用于高密热流环境的温、湿度控制方式，高精度控制应用。相比于定频列间空调，节约率约30%。,高密散热直流变频机房空调,1/12/2020 00:00:00,3/6/2024 21:02:42
93,数据中心制冷空调系统,集成压缩机制冷与氟泵节能制冷为一体，实现两套制冷系统的耦合。机组结构紧凑体积小，节省机房空间。使用变参数的控制技术，根据环境温湿度变化，减少压缩机工作时间，节约空调设备的耗电量。氟泵节能制冷根据所设条件自动切换，可以根据室外环境温度进行平滑切换，不会造成机房环境温度的波动。双动力驱动的节能模式，支持双动力联合运行，提高过渡季节的节能效果。全年能效比4.6以上，相比传统压缩机制冷空调系统，省电率率达到20%以上。,双动力源泵节能空调,1/12/2020 00:00:00,3/6/2024 21:02:42
94,数据中心制冷空调系统,利用物联网技术实现大型数据中心制冷系统中各设备数据互联，通过选择合适的采样数据颗粒度，获取整个空调系统的运行状态及变化趋势，以优化PUE为最终目标，提取先进优化控制算法，实现全工况下数据中心制冷系统节能控制。数据中心制冷系统整体平均节电率约10-20%，PUE降低约5-15%。,数据中心垂直制冷能效控制系统,1/12/2020 00:00:00,3/6/2024 21:02:42
95,建筑空调系统,该技术采用物联网技术，根据室外气象情况及空调冷负荷变化，对制冷主机、冷冻水泵、冷却水泵、冷却塔、各类阀门进行优化控制与调节，保障冷量按需供应；对空调机、风机盘管和新风机等位置分散的空调设备进行管理控制满足末端舒适性，通过对空调冷源优化控制、末端集中监控与管理，实现系统高效运行，空调节能率达15%-30%。,中央空调节能集成优化管理控制系统,1/12/2020 00:00:00,3/6/2024 21:02:42
96,建筑空调系统,该技术根据末端实际负荷、天气情况，对中央空调冷水机组进行匹配优化控制、冷却塔梯级控制，在满足舒适度需求条件下，最大限度降低空调系统的整体能耗，提高中央空调制冷系统能效，改善运行效果，节电率超过15%。,中央空调能源管理系统集成技术,1/12/2020 00:00:00,3/6/2024 21:02:42
